Complaint ID,Complaint Text,Category
1345,ATM did not dispense cash but the amount was deducted.,Notification Issue
1346,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
1347,Credit limit was reduced without notification.,Fraudulent Transaction
1348,Delayed processing of loan application.,Notification Issue
1349,HDFC Bank - Delayed processing of loan application.,Account Issue
1350,Customer support is unreachable most of the time.,Customer Service Issue
1351,Online fund transfer failed but money was debited.,Branch Service Issue
1352,Credit limit was reduced without notification.,Branch Service Issue
1353,Net banking account got locked without reason.,Fraudulent Transaction
1354,Unable to update contact details online.,Cheque Issue
1355,HDFC Bank - Delay in issuing new debit card.,ATM Issue
1356,HDFC Bank - Incorrect charges on my account statement.,Net Banking Issue
1357,Interest rate on fixed deposit was not updated.,Account Issue
1358,Unable to update contact details online.,Customer Service Issue
1359,Mobile banking app is frequently crashing.,ATM Issue
1360,HDFC Bank - Customer support is unreachable most of the time.,Net Banking Issue
1361,Loan EMI was auto-debited twice.,Customer Service Issue
1362,Delayed processing of loan application.,Account Issue
1363,Unable to update contact details online.,Credit Card Issue
1364,Net banking account got locked without reason.,Account Issue
1365,Customer support is unreachable most of the time.,Net Banking Issue
1366,SMS alerts not received for transactions.,Loan Issue
1367,Customer care provided incorrect information.,Credit Card Issue
1368,Net banking account got locked without reason.,Credit Card Issue
1369,Loan EMI was auto-debited twice.,Account Issue
1370,Branch staff was unhelpful and rude.,Fraudulent Transaction
1371,Interest rate on fixed deposit was not updated.,Notification Issue
1372,Cash deposit machine was not working properly.,Net Banking Issue
1373,Unauthorized transaction detected on my debit card.,Credit Card Issue
1374,HDFC Bank - SMS alerts not received for transactions.,Branch Service Issue
1375,Cheque clearance took longer than expected.,Customer Service Issue
1376,Unauthorized transaction detected on my debit card.,Credit Card Issue
1377,Unable to update contact details online.,Net Banking Issue
1378,Credit limit was reduced without notification.,Account Issue
1379,HDFC Bank - Delay in issuing new debit card.,Loan Issue
1380,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
1381,Loan EMI was auto-debited twice.,Cheque Issue
1382,Incorrect deduction of annual credit card fee.,Cheque Issue
1383,ATM did not dispense cash but the amount was deducted.,Account Issue
1384,Mobile banking app is frequently crashing.,Account Issue
1385,Customer care provided incorrect information.,Notification Issue
1386,Interest rate on fixed deposit was not updated.,Cheque Issue
1387,HDFC Bank - Branch staff was unhelpful and rude.,Account Issue
1388,Customer support is unreachable most of the time.,Customer Service Issue
1389,Delayed processing of loan application.,Fraudulent Transaction
1390,Customer care provided incorrect information.,ATM Issue
1391,Incorrect deduction of annual credit card fee.,Cheque Issue
1392,HDFC Bank - Incorrect charges on my account statement.,ATM Issue
1393,HDFC Bank - Cheque clearance took longer than expected.,Net Banking Issue
1394,HDFC Bank - Cash deposit machine was not working properly.,Credit Card Issue
1395,Customer care provided incorrect information.,Net Banking Issue
1396,Branch staff was unhelpful and rude.,Branch Service Issue
1397,Incorrect charges on my account statement.,Fraudulent Transaction
1398,Branch staff was unhelpful and rude.,Net Banking Issue
1399,Unable to update contact details online.,Credit Card Issue
1400,Credit card was blocked without prior notice.,Fraudulent Transaction
1401,Unauthorized transaction detected on my debit card.,Credit Card Issue
1402,Incorrect charges on my account statement.,Notification Issue
1403,Credit card was blocked without prior notice.,Credit Card Issue
1404,Delay in issuing new debit card.,ATM Issue
1405,Mobile banking app is frequently crashing.,Notification Issue
1406,Customer care provided incorrect information.,Loan Issue
1407,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
1408,Customer care provided incorrect information.,Loan Issue
1409,Mobile banking app is frequently crashing.,Credit Card Issue
1410,Net banking account got locked without reason.,Customer Service Issue
1411,Unable to update contact details online.,Account Issue
1412,Incorrect charges on my account statement.,Notification Issue
1413,HDFC Bank - Cash deposit machine was not working properly.,Credit Card Issue
1414,Unable to update contact details online.,Net Banking Issue
1415,Credit card was blocked without prior notice.,Net Banking Issue
1416,Credit card was blocked without prior notice.,Loan Issue
1417,HDFC Bank - Cash deposit machine was not working properly.,ATM Issue
1418,Unable to update contact details online.,Loan Issue
1419,Cheque clearance took longer than expected.,Cheque Issue
1420,HDFC Bank - Cheque clearance took longer than expected.,Loan Issue
1421,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
1422,Branch staff was unhelpful and rude.,Fraudulent Transaction
1423,HDFC Bank - Mobile banking app is frequently crashing.,ATM Issue
1424,Customer care provided incorrect information.,Loan Issue
1425,Loan EMI was auto-debited twice.,Branch Service Issue
1426,Incorrect deduction of annual credit card fee.,Cheque Issue
1427,Cheque clearance took longer than expected.,Notification Issue
1428,Customer care provided incorrect information.,Branch Service Issue
1429,HDFC Bank - Credit limit was reduced without notification.,Cheque Issue
1430,Cash deposit machine was not working properly.,Loan Issue
1431,Delayed processing of loan application.,Credit Card Issue
1432,Unauthorized transaction detected on my debit card.,Notification Issue
1433,HDFC Bank - Cheque clearance took longer than expected.,Cheque Issue
1434,Delay in issuing new debit card.,Cheque Issue
1435,Online fund transfer failed but money was debited.,Cheque Issue
1436,Unable to update contact details online.,Branch Service Issue
1437,Delay in issuing new debit card.,Notification Issue
1438,HDFC Bank - Customer support is unreachable most of the time.,Cheque Issue
1439,Interest rate on fixed deposit was not updated.,Branch Service Issue
1440,Credit card was blocked without prior notice.,Loan Issue
1441,Loan EMI was auto-debited twice.,Customer Service Issue
1442,Delay in issuing new debit card.,Notification Issue
1443,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
1444,HDFC Bank - SMS alerts not received for transactions.,Notification Issue
1445,Online fund transfer failed but money was debited.,Net Banking Issue
1446,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
1447,Credit limit was reduced without notification.,Branch Service Issue
1448,Mobile banking app is frequently crashing.,Branch Service Issue
1449,Cheque clearance took longer than expected.,Fraudulent Transaction
1450,Net banking account got locked without reason.,Customer Service Issue
1451,Credit card was blocked without prior notice.,ATM Issue
1452,Branch staff was unhelpful and rude.,Customer Service Issue
1453,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
1454,Cheque clearance took longer than expected.,Credit Card Issue
1455,Interest rate on fixed deposit was not updated.,Net Banking Issue
1456,Cheque clearance took longer than expected.,Customer Service Issue
1457,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
1458,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Loan Issue
1459,Credit limit was reduced without notification.,Fraudulent Transaction
1460,Customer support is unreachable most of the time.,Fraudulent Transaction
1461,Interest rate on fixed deposit was not updated.,Account Issue
1462,Interest rate on fixed deposit was not updated.,Customer Service Issue
1463,Branch staff was unhelpful and rude.,Net Banking Issue
1464,Interest rate on fixed deposit was not updated.,Branch Service Issue
1465,Loan EMI was auto-debited twice.,ATM Issue
1466,SMS alerts not received for transactions.,Notification Issue
1467,Net banking account got locked without reason.,Net Banking Issue
1468,Loan EMI was auto-debited twice.,Credit Card Issue
1469,Incorrect charges on my account statement.,Fraudulent Transaction
1470,Unauthorized transaction detected on my debit card.,Net Banking Issue
1471,Incorrect charges on my account statement.,Account Issue
1472,Cash deposit machine was not working properly.,ATM Issue
1473,HDFC Bank - Unauthorized transaction detected on my debit card.,Account Issue
1474,Mobile banking app is frequently crashing.,Credit Card Issue
1475,Delayed processing of loan application.,Cheque Issue
1476,Unable to update contact details online.,Account Issue
1477,ATM did not dispense cash but the amount was deducted.,Notification Issue
1478,Unable to update contact details online.,Account Issue
1479,Cheque clearance took longer than expected.,Fraudulent Transaction
1480,HDFC Bank - Credit limit was reduced without notification.,Net Banking Issue
1481,Branch staff was unhelpful and rude.,Credit Card Issue
1482,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
1483,Unable to update contact details online.,Account Issue
1484,Loan EMI was auto-debited twice.,Net Banking Issue
1485,Branch staff was unhelpful and rude.,Credit Card Issue
1486,Branch staff was unhelpful and rude.,Cheque Issue
1487,HDFC Bank - Unable to update contact details online.,Customer Service Issue
1488,SMS alerts not received for transactions.,Notification Issue
1489,Mobile banking app is frequently crashing.,ATM Issue
1490,Online fund transfer failed but money was debited.,Fraudulent Transaction
1491,HDFC Bank - Branch staff was unhelpful and rude.,Fraudulent Transaction
1492,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
1493,Incorrect charges on my account statement.,Credit Card Issue
1494,Unauthorized transaction detected on my debit card.,Account Issue
1495,Loan EMI was auto-debited twice.,Fraudulent Transaction
1496,HDFC Bank - Unable to update contact details online.,Branch Service Issue
